movie_id,title,overview,poster_path,source_genre,genres,poster_file,Drama,Comedy,Documentary,Romance,Action,Thriller,Horror,Crime,Music,Animation,TV Movie,Family,title_length,overview_word_count,num_genres
121,The Lord of the Rings: The Two Towers,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,['Action'],"['Adventure', 'Action', 'Fantasy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/121.jpg,0,0,0,0,1,0,0,0,0,0,0,0,37,90,1
122,The Lord of the Rings: The Return of the King,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,['Action'],"['Adventure', 'Action', 'Fantasy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/122.jpg,0,0,0,0,1,0,0,0,0,0,0,0,45,94,1
123,The Lord of the Rings,The Fellowship of the Ring embark on a journey to destroy the One Ring and end Sauron's reign over Middle-earth.,/liW0mjvTyLs7UCumaHhx3PpU4VT.jpg,['Animation'],"['Adventure', 'Animation', 'Fantasy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/123.jpg,0,0,0,0,0,0,0,0,0,1,0,0,21,20,1
128,Princess Mononoke,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",/cMYCDADoLKLbB83g4WnJegaZimC.jpg,['Animation'],"['Adventure', 'Animation', 'Fantasy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/128.jpg,0,0,0,0,0,0,0,0,0,1,0,0,17,60,1
129,Spirited Away,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,"['Family', 'Animation']","['Family', 'Animation', 'Fantasy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/129.jpg,0,0,0,0,0,0,0,0,0,1,0,1,13,35,2
132,Gimme Shelter,"A detailed chronicle of the famous 1969 tour of the United States by the British rock band The Rolling Stones, which culminated with the disastrous and tragic concert held on December 6 at the Altamont Speedway Free Festival, an event of historical significance, as it marked the end of an era: the generation of peace and love suddenly became the generation of disillusionment.",/6Cem6KcIClKit3KhKYou4aXFxob.jpg,"['Music', 'Documentary']","['Music', 'Documentary']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/132.jpg,0,0,1,0,0,0,0,0,1,0,0,0,13,63,2
133,Primary,Primary is a documentary film about the primary elections between John F. Kennedy and Hubert Humphrey in 1960. Primary is the first documentary to use light equipment in order to follow their subjects in a more intimate filmmaking style. This unconventional way of filming created a new look for documentary films where the camera’s lens was right in the middle of what ever drama was occurring.  Preserved by the Academy Film Archive in partnership with The Film Foundation in 1998.,/gVloWsthHRlw719vzRWRpBqDM20.jpg,['Documentary'],['Documentary'],/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/133.jpg,0,0,1,0,0,0,0,0,0,0,0,0,7,80,1
134,"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'.",/s9foMAcLg8GEzzQzer04qOGdD1k.jpg,"['Comedy', 'Crime']","['Adventure', 'Comedy', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/134.jpg,0,1,0,0,0,0,0,1,0,0,0,0,26,36,2
135,Dont Look Back,"In this wildly entertaining vision of one of the twentieth century’s greatest artists, Bob Dylan is surrounded by teen fans, gets into heated philosophical jousts with journalists, and kicks back with fellow musicians Joan Baez, Donovan, and Alan Price.",/1vHwTdtO1oZ0C67qENFOzRjr0QY.jpg,"['Music', 'Documentary']","['Music', 'Documentary']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/135.jpg,0,0,1,0,0,0,0,0,1,0,0,0,14,39,2
138,Dracula,"British estate agent Renfield travels to Transylvania to meet the mysterious Count Dracula, who is interested in leasing a castle in London. After Dracula enslaves Renfield and drives him to insanity, the pair sail to London together and Dracula, a secret vampire, begins preying on London socialites.",/ueVSPt7vAba0XScHWTDWS5tNxYX.jpg,['Horror'],['Horror'],/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/138.jpg,0,0,0,0,0,0,1,0,0,0,0,0,7,47,1
140,Bad Education,An examination on the effect of Franco-era religious schooling and sexual abuse on the lives of two longtime friends.,/du716YH0PKiL2kZgIPLkEblgHLX.jpg,['Crime'],"['Drama', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/140.jpg,1,0,0,0,0,0,0,1,0,0,0,0,13,19,2
141,Donnie Darko,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",/fhQoQfejY1hUcwyuLgpBrYs6uFt.jpg,['Drama'],"['Drama', 'Mystery', 'Fantasy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/141.jpg,1,0,0,0,0,0,0,0,0,0,0,0,12,27,1
142,Brokeback Mountain,"In 1960s Wyoming, two men develop a strong emotional and sexual relationship that endures as a lifelong connection complicating their lives as they get married and start families of their own.",/aByfQOQBNa4CMFwIgq3QrqY2ZHh.jpg,"['Romance', 'Drama']","['Romance', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/142.jpg,1,0,0,1,0,0,0,0,0,0,0,0,18,31,2
